# go_id	kind	status	crystal_refs	notes
key_test.go::test::TestReadInput	test	missing		heuristic-filter
key_test.go::test::TestReadLongInput	test	missing		heuristic-filter
key_test.go::test::TestSplitReads	test	missing		heuristic-filter
key_test.go::test::TestSplitSequences	test	missing		heuristic-filter
key.go::const::KeyIsoLevel3Shift	const	missing		heuristic-filter
key.go::const::KeyIsoLevel5Shift	const	missing		heuristic-filter
key.go::type::KeyMod	type	missing		heuristic-filter
layout/layout_test.go::test::TestFixedApply	test	missing		heuristic-filter
layout/layout_test.go::test::TestPercentApply	test	missing		heuristic-filter
layout/layout_test.go::test::TestRatio	test	missing		heuristic-filter
layout/layout_test.go::test::TestSplitHorizontal	test	missing		heuristic-filter
layout/layout_test.go::test::TestSplitVertical	test	missing		heuristic-filter
mouse.go::const::MouseBackward	const	missing		heuristic-filter
mouse.go::const::MouseButton10	const	missing		heuristic-filter
mouse.go::const::MouseButton11	const	missing		heuristic-filter
mouse.go::const::MouseForward	const	missing		heuristic-filter
mouse.go::const::MouseLeft	const	missing		heuristic-filter
mouse.go::const::MouseMiddle	const	missing		heuristic-filter
mouse.go::const::MouseModeClick	const	missing		heuristic-filter
mouse.go::const::MouseModeDrag	const	missing		heuristic-filter
mouse.go::const::MouseModeMotion	const	missing		heuristic-filter
mouse.go::const::MouseModeNone	const	missing		heuristic-filter
mouse.go::const::MouseNone	const	missing		heuristic-filter
mouse.go::const::MouseRight	const	missing		heuristic-filter
mouse.go::const::MouseWheelDown	const	missing		heuristic-filter
mouse.go::const::MouseWheelLeft	const	missing		heuristic-filter
mouse.go::const::MouseWheelRight	const	missing		heuristic-filter
mouse.go::const::MouseWheelUp	const	missing		heuristic-filter
poll_default_test.go::test::TestReader	test	missing		heuristic-filter
poll_fallback_test.go::test::TestFallbackReader	test	missing		heuristic-filter
poll_fallback_test.go::test::TestFallbackReaderConcurrentCancel	test	missing		heuristic-filter
poll_test.go::test::TestReaderNonFile	test	missing		heuristic-filter
screen/context.go::func::NewContext	func	missing		heuristic-filter
screen/screen_test.go::test::TestClear	test	missing		heuristic-filter
screen/screen_test.go::test::TestClearArea	test	missing		heuristic-filter
screen/screen_test.go::test::TestClone	test	missing		heuristic-filter
screen/screen_test.go::test::TestCloneArea	test	missing		heuristic-filter
screen/screen_test.go::test::TestEdgeCases	test	missing		heuristic-filter
screen/screen_test.go::test::TestFill	test	missing		heuristic-filter
screen/screen_test.go::test::TestFillArea	test	missing		heuristic-filter
screen/screen_test.go::test::TestMinimalScreenFallbacks	test	missing		heuristic-filter
screen/screen_test.go::test::TestScreenBufferIntegration	test	missing		heuristic-filter
styled_test.go::test::TestStyledString	test	missing		heuristic-filter
styled_test.go::test::TestStyledStringEmptyLines	test	missing		heuristic-filter
styled.go::func::NewStyledString	func	missing		heuristic-filter
tabstop_test.go::test::TestTabStops	test	missing		heuristic-filter
tabstop_test.go::test::TestTabStopsClear	test	missing		heuristic-filter
tabstop_test.go::test::TestTabStopsNavigation	test	missing		heuristic-filter
tabstop_test.go::test::TestTabStopsResize	test	missing		heuristic-filter
tabstop_test.go::test::TestTabStopsResizeEdgeCases	test	missing		heuristic-filter
tabstop.go::func::DefaultTabStops	func	missing		heuristic-filter
tabstop.go::func::NewTabStops	func	missing		heuristic-filter
tabstop.go::method::TabStops.IsStop	method	missing		heuristic-filter
terminal_reader.go::func::NewTerminalReader	func	missing		heuristic-filter
terminal_reader.go::method::TerminalReader.SetLogger	method	missing		heuristic-filter
terminal_renderer_output_test.go::test::TestRendererOutput	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestInlineRendererOutput	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererBackspace	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererBackspaceOptimization	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererCapabilities	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererColorDownsampling	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererColorProfile	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererCursorMovementOptimizations	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererEdgeCases	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererEnterExitAltScreen	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererErase	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererEraseCharacterOptimization	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererHyperlinks	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererLineClearingOptimizations	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererLogger	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererMapNewline	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererMoveTo	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererMultiplePrepends	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererNewlineMapping	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererPhantomCursor	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererPosition	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererPrependLines	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererPrependOneLine	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererPrependString	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererRedraw	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererRelativeCursor	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererRepeatCharacterOptimization	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererResize	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererScrollOptimization	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererStyledText	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererSwitchBuffer	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererTabStops	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererTerminalOptimizations	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererTextAttributes	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererTouched	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererUnderlineStyles	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererUpdates	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererWideCharacters	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererWrite	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererWriteString	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestRendererZeroWidthCharacters	test	missing		heuristic-filter
terminal_renderer_test.go::test::TestSimpleRendererOutput	test	missing		heuristic-filter
terminal_renderer.go::func::NewTerminalRenderer	func	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetBackspace	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetFullscreen	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetLogger	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetMapNewline	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetRelativeCursor	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetScrollOptim	method	missing		heuristic-filter
terminal_renderer.go::method::TerminalRenderer.SetTabStops	method	missing		heuristic-filter
terminal_screen.go::func::NewTerminalScreen	func	missing		heuristic-filter
terminal_screen.go::method::TerminalScreen.AltScreen	method	missing		heuristic-filter
terminal_screen.go::method::TerminalScreen.BracketedPaste	method	missing		heuristic-filter
terminal_screen.go::method::TerminalScreen.CursorVisible	method	missing		heuristic-filter
terminal_test.go::test::TestOpenTTY	test	missing		heuristic-filter
terminal_test.go::test::TestSupportsBackspace	test	missing		heuristic-filter
terminal_test.go::test::TestSupportsHardTabs	test	missing		heuristic-filter
terminal.go::const::DefaultBufferSize	const	missing		heuristic-filter
terminal.go::const::DefaultEventTimeout	const	missing		heuristic-filter
terminal.go::func::DefaultOptions	func	missing		heuristic-filter
terminal.go::func::NewTerminal	func	missing		heuristic-filter
terminal.go::method::Terminal.Screen	method	missing		heuristic-filter
terminal.go::method::Terminal.SetLogger	method	missing		heuristic-filter
terminal.go::struct::Options	struct	missing		heuristic-filter
tty.go::func::NotifyWinch	func	missing		heuristic-filter
tty.go::func::NotifyWinchContext	func	missing		heuristic-filter
uv.go::const::ProgressBarDefault	const	missing		heuristic-filter
uv.go::const::ProgressBarError	const	missing		heuristic-filter
uv.go::const::ProgressBarIndeterminate	const	missing		heuristic-filter
uv.go::const::ProgressBarNone	const	missing		heuristic-filter
uv.go::const::ProgressBarWarning	const	missing		heuristic-filter
uv.go::type::WidthMethod	type	missing		heuristic-filter
winch.go::method::SizeNotifier.GetWindowSize	method	missing		heuristic-filter
window.go::method::Window.HasParent	method	missing		heuristic-filter
