# go_id	kind	status	crystal_refs	notes
buffer.go::method::Lines.String	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::Lines.Width	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.DeleteCell	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.DeleteCellArea	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.DeleteLine	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.DeleteLineArea	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.InsertCell	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.InsertCellArea	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.InsertLine	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.InsertLineArea	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.SetCell	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.Touch	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.TouchedLines	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::RenderBuffer.TouchLine	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::method::ScreenBuffer.WidthMethod	method	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::struct::Buffer	struct	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::struct::RenderBuffer	struct	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::struct::ScreenBuffer	struct	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::type::Line	type	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::type::Lines	type	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::type::Position	type	ported	src/ultraviolet/buffer.cr		auto-generated
buffer.go::type::Rectangle	type	ported	src/ultraviolet/buffer.cr		auto-generated
cancelreader_other.go::func::NewCancelReader	func	ported	src/ultraviolet/cancelreader.cr		auto-generated
cancelreader_test.go::test::TestNewCancelReader	test	ported	spec/cancelreader_spec.cr		auto-generated
cancelreader_windows.go::func::NewCancelReader	func	ported	src/ultraviolet/cancelreader_windows.cr		auto-generated
cancelreader_windows.go::method::conInputReader.Cancel	method	ported	src/ultraviolet/cancelreader_windows.cr		auto-generated
cancelreader_windows.go::method::conInputReader.Close	method	ported	src/ultraviolet/cancelreader_windows.cr		auto-generated
cancelreader_windows.go::method::conInputReader.Read	method	ported	src/ultraviolet/cancelreader_windows.cr		auto-generated
cell_test.go::test::TestConvertLink	test	ported	spec/style_spec.cr		auto-generated
cell_test.go::test::TestConvertStyle	test	ported	spec/style_spec.cr		auto-generated
cell_test.go::test::TestStyleDiff	test	ported	spec/style_spec.cr		auto-generated
cell.go::const::AttrBlink	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrBold	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrConceal	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrFaint	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrItalic	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrRapidBlink	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrReset	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrReverse	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrSlowBlink	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::AttrStrikethrough	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineCurly	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineDashed	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineDotted	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineDouble	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineNone	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineSingle	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleCurly	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleDashed	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleDotted	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleDouble	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleNone	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::const::UnderlineStyleSingle	const	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::func::ConvertLink	func	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::func::ConvertStyle	func	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::func::NewCell	func	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::func::NewLink	func	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::func::StyleDiff	func	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Cell.Clone	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Cell.Empty	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Cell.Equal	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Cell.IsZero	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Cell.String	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Link.Equal	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Link.IsZero	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Link.String	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Style.Diff	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Style.Equal	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Style.IsZero	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Style.String	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::method::Style.Styled	method	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::struct::Cell	struct	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::struct::Link	struct	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::struct::Style	struct	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::type::Underline	type	ported	src/ultraviolet/cell.cr		auto-generated
cell.go::type::UnderlineStyle	type	ported	src/ultraviolet/cell.cr		auto-generated
console.go::func::ControllingConsole	func	ported	src/ultraviolet/console.cr		auto-generated
console.go::func::DefaultConsole	func	ported	src/ultraviolet/console.cr		auto-generated
console.go::func::NewConsole	func	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Close	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Environ	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Getenv	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.GetSize	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.GetWinsize	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.LookupEnv	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.MakeRaw	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Read	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Reader	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Restore	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Write	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::method::console.Writer	method	ported	src/ultraviolet/console.cr		auto-generated
console.go::struct::TTY	struct	ported	src/ultraviolet/console.cr		auto-generated
console.go::struct::WinCon	struct	ported	src/ultraviolet/console.cr		auto-generated
console.go::struct::Winsize	struct	ported	src/ultraviolet/console.cr		auto-generated
console.go::type::Console	type	ported	src/ultraviolet/console.cr		auto-generated
console.go::type::File	type	ported	src/ultraviolet/console.cr		auto-generated
cursor_test.go::test::TestCursorShape_Encode	test	ported	spec/cursor_spec.cr		auto-generated
cursor.go::const::CursorBar	const	ported	src/ultraviolet/cursor.cr		auto-generated
cursor.go::const::CursorBlock	const	ported	src/ultraviolet/cursor.cr		auto-generated
cursor.go::const::CursorUnderline	const	ported	src/ultraviolet/cursor.cr		auto-generated
cursor.go::method::CursorShape.Encode	method	ported	src/ultraviolet/cursor.cr		auto-generated
cursor.go::type::CursorShape	type	ported	src/ultraviolet/cursor.cr		auto-generated
decoder_test.go::test::TestDeviceAttributesParsing	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestHelperFunctions	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestLegacyKeyEncodingMethods	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestParseControl	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestParseTermcap	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestParseUtf8	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder_test.go::test::TestWin32Functions	test	ported	spec/decoder_function_spec.cr		auto-generated
decoder.go::method::EventDecoder.Decode	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.Backspace	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.CtrlAt	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.CtrlI	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.CtrlM	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.CtrlOpenBracket	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.Find	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.FKeys	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::method::LegacyKeyEncoding.Select	method	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::struct::EventDecoder	struct	ported	src/ultraviolet/decoder.cr		auto-generated
decoder.go::type::LegacyKeyEncoding	type	ported	src/ultraviolet/decoder.cr		auto-generated
environ.go::method::Environ.Getenv	method	ported	src/ultraviolet/environ.cr		auto-generated
environ.go::method::Environ.LookupEnv	method	ported	src/ultraviolet/environ.cr		auto-generated
environ.go::type::Environ	type	ported	src/ultraviolet/environ.cr		auto-generated
event_test.go::test::TestClipboardEventString	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestColorEventMethods	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestEventTypes	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestKeyPressEventMethods	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestKeyReleaseEventMethods	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestKittyEnhancementsEventContains	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestMouseEventMethods	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestMultiEventString	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestSizeBounds	test	ported	spec/event_spec.cr		auto-generated
event_test.go::test::TestUnknownEventString	test	ported	spec/event_spec.cr		auto-generated
event.go::const::PrimaryClipboard	const	ported	src/ultraviolet/event.cr		auto-generated
event.go::const::SystemClipboard	const	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::BackgroundColorEvent.IsDark	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::BackgroundColorEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::CapabilityEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::CellSizeEvent.Bounds	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::ClipboardEvent.Clipboard	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::ClipboardEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::CursorColorEvent.IsDark	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::CursorColorEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::ForegroundColorEvent.IsDark	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::ForegroundColorEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyboardEnhancementsEvent.Contains	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyboardEnhancementsEvent.SupportsKeyDisambiguation	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyboardEnhancementsEvent.SupportsKeyReleases	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyboardEnhancementsEvent.SupportsUniformKeyLayout	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyPressEvent.Key	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyPressEvent.Keystroke	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyPressEvent.MatchString	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyPressEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyReleaseEvent.Key	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyReleaseEvent.Keystroke	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyReleaseEvent.MatchString	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::KeyReleaseEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseClickEvent.Mouse	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseClickEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseMotionEvent.Mouse	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseMotionEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseReleaseEvent.Mouse	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseReleaseEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseWheelEvent.Mouse	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MouseWheelEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::MultiEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::PasteEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::PixelSizeEvent.Bounds	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::Size.Bounds	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::TerminalVersionEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownApcEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownCsiEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownDcsEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownOscEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownPmEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownSosEvent.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::UnknownSs3Event.String	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::method::WindowSizeEvent.Bounds	method	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::BackgroundColorEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::BlurEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::CapabilityEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::ClipboardEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::CursorColorEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::CursorPositionEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::DarkColorSchemeEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::FocusEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::ForegroundColorEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::KeyboardEnhancementsEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::KittyGraphicsEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::LightColorSchemeEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::ModeReportEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::ModifyOtherKeysEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::PasteEndEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::PasteEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::PasteStartEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::Size	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::TerminalVersionEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::struct::WindowOpEvent	struct	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::CellSizeEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::ClipboardSelection	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::Event	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::EventStreamer	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::KeyEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::KeyPressEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::KeyReleaseEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MouseClickEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MouseEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MouseMotionEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MouseReleaseEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MouseWheelEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::MultiEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::PixelSizeEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::PrimaryDeviceAttributesEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::SecondaryDeviceAttributesEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::TertiaryDeviceAttributesEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownApcEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownCsiEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownDcsEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownOscEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownPmEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownSosEvent	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::UnknownSs3Event	type	ported	src/ultraviolet/event.cr		auto-generated
event.go::type::WindowSizeEvent	type	ported	src/ultraviolet/event.cr		auto-generated
examples/image/main.go::method::imageEncoding.String	method	intentional_divergence	src/ultraviolet/image_encoding.cr	ImageEncoding enum ported; full example not ported
key_test.go::test::TestBlur	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestEmptyBufferDecode	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestFocus	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestKeyMatchString	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestKeyString	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestKeyStringMore	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestKeystroke	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestKeystrokeCoverage	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestMatchStrings	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestMouseEvent_String	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestParseSequence	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestParseSGRMouseEvent	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestParseX10MouseDownEvent	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestReadInput	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestReadLongInput	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestSplitReads	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key_test.go::test::TestSplitSequences	test	ported	spec/terminal_reader_stream_spec.cr		auto-generated
key.go::const::KeyBackspace	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyBegin	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyCapsLock	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyDelete	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyDown	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyEnd	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyEnter	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyEsc	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyEscape	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyExtended	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF1	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF10	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF11	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF12	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF13	const	ported	src/ultraviolet/key.cr		auto-generated
key.go::const::KeyF14	const	ported	src/ultraviolet/key.cr		auto-generated
